postcode,urban_code,grade
CF625AY,C1,6
CF625AZ,C1,6
CF625BA,C1,6
CF625BB,C1,6
CF625BD,C1,6
CF625BE,C1,4
CF625BF,C1,5
CF625BG,C1,5
CF625BH,C1,6
CF625BJ,C1,6
CF625BL,C1,6
CF625BN,C1,6
CF625BP,C1,6
CF625BT,C1,6
CF625BX,C1,5
CF625BY,C1,5
CF625DA,C1,6
CF625DB,C1,6
CF625DD,C1,6
CF625DE,C1,6
CF625DF,C1,6
CF625DG,C1,6
CF625HA,C1,6
CF625QL,C1,5
CF625QN,C1,5
CF625QR,C1,5
CF625QS,C1,6
CF625RZ,C1,6
CF625SA,C1,6
CF625SB,C1,7
CF625TA,C1,6
CF625TD,C1,6
CF625TH,C1,6
CF625TJ,C1,6
CF625TN,C1,6
CF625TP,C1,7
CF625TQ,C1,6
CF625TR,C1,6
CF625TS,C1,6
CF625TT,C1,5
CF625TU,C1,6
CF625TW,C1,5
CF625TX,C1,5
CF625TY,C1,5
CF625TZ,C1,6
CF625UA,C1,6
CF625UB,C1,5
CF625UE,C1,6
CF625UF,C1,5
CF625UH,C1,5
CF625UJ,C1,6
CF625UL,C1,5
CF625UN,C1,6
CF625UP,C1,5
CF625UQ,C1,6
CF625UR,C1,6
CF625US,C1,5
CF625UT,C1,5
CF625UU,C1,5
CF625UW,C1,5
CF625UX,C1,5
CF625UY,C1,5
CF625UZ,C1,5
CF625XA,C1,5
CF625XB,C1,5
CF626AZ,C1,6
CF626BA,C1,6
CF626FB,C1,7
CF626FF,C1,7
CF626FH,C1,6
CF626FP,C1,7
CF626HD,C1,6
CF626HE,C1,6
CF626JN,C1,6
CF626JP,C1,6
CF626JQ,C1,6
CF626JR,C1,6
CF626JS,C1,6
CF626JT,C1,6
CF626JU,C1,6
CF626JW,C1,6
CF626JX,C1,6
CF626JY,C1,6
CF626JZ,C1,6
CF626LA,C1,6
CF626LB,C1,6
CF626LD,C1,6
CF626LE,C1,6
CF626LF,C1,6
CF626LG,C1,7
CF626LH,C1,7
CF626LJ,C1,7
CF626LL,C1,6
CF626LN,C1,7
CF626LP,C1,7
CF626LR,C1,7
CF626LS,C1,7
CF626LT,C1,7
CF626LU,C1,7
CF626LW,C1,7
CF626LX,C1,6
CF626LY,C1,7
CF626LZ,C1,7
CF626NP,C1,7
CF626NQ,C1,7
CF626NR,C1,7
CF626NS,C1,7
CF626NT,C1,6
CF626NU,C1,6
CF626NW,C1,7
CF626NX,C1,7
CF626NY,C1,7
CF626NZ,C1,7
CF626PA,C1,7
CF626PB,C1,7
CF626PD,C1,6
CF626PE,C1,7
CF626PF,C1,7
CF626PG,C1,7
CF626PH,C1,7
CF626PJ,C1,7
CF626PL,C1,7
CF626PN,C1,7
CF626PP,C1,7
CF626PQ,C1,7
CF626PR,C1,7
CF626PS,C1,7
CF626PT,C1,7
CF626PU,C1,6
CF626PW,C1,6
CF626QA,C1,7
CF626QB,C1,7
CF626QD,C1,7
CF626QE,C1,7
CF626QF,C1,7
CF626QG,C1,7
CF626QH,C1,7
CF626QJ,C1,7
CF626QL,C1,7
CF626QN,C1,7
CF626QP,C1,7
CF626QQ,C1,7
CF626QR,C1,7
CF626QS,C1,7
CF626QW,C1,6
CF626QX,C1,6
CF626QY,C1,7
CF626QZ,C1,7
CF626RA,C1,7
CF626RB,C1,7
CF626RD,C1,7
CF626RE,C1,7
CF626RN,C1,7
CF626RP,C1,7
CF626RQ,C1,7
CF626RR,C1,7
CF626RS,C1,7
CF626RT,C1,7
CF626RU,C1,7
CF626RW,C1,7
CF626SD,C1,7
CF626SE,C1,7
CF626SF,C1,7
CF626SG,C1,7
CF626SH,C1,7
CF626SJ,C1,7
CF626SL,C1,7
CF626SN,C1,7
CF626SP,C1,7
CF626SQ,C1,7
CF626SR,C1,7
CF626SS,C1,7
CF626ST,C1,7
CF626SU,C1,7
CF626SW,C1,7
CF626SX,C1,7
CF626SY,C1,7
CF626SZ,C1,7
CF626TA,C1,7
CF626TB,C1,7
CF626TD,C1,7
CF626UB,C1,7
CF626UD,C1,7
CF626UH,C1,7
CF626YU,C1,7
CF627AA,C1,6
CF627AB,C1,5
CF627AD,C1,5
CF627AE,C1,6
CF627AG,C1,4
CF627AH,C1,3
CF627AJ,C1,3
CF627AL,C1,2
CF627AN,C1,6
CF627AP,C1,6
CF627AQ,C1,3
CF627AR,C1,5
CF627AS,C1,6
CF627AT,C1,6
CF627AU,C1,6
CF627AW,C1,6
CF627AX,C1,6
CF627AY,C1,6
CF627AZ,C1,3
CF627BA,C1,6
CF627BB,C1,6
CF627BD,C1,6
CF627BG,C1,6
CF627BH,C1,6
CF627BJ,C1,6
CF627BL,C1,6
CF627BN,C1,6
CF627BX,C1,4
CF627BY,C1,4
CF627BZ,C1,4
CF627DA,C1,4
CF627DB,C1,4
CF627DR,C1,6
CF627DS,C1,5
CF627DT,C1,5
CF627DU,C1,5
CF627DW,C1,6
CF627DX,C1,5
CF627DY,C1,5
CF627DZ,C1,6
CF627EA,C1,5
CF627EB,C1,5
CF627ED,C1,6
CF627EE,C1,6
CF627EF,C1,5
CF627EG,C1,5
CF627EH,C1,4
CF627EJ,C1,5
CF627EL,C1,5
CF627EN,C1,5
CF627EP,C1,6
CF627EQ,C1,5
CF627ER,C1,5
CF627ES,C1,5
CF627ET,C1,5
CF627EU,C1,5
CF627EW,C1,5
CF627EX,C1,5
CF627EY,C1,5
CF627EZ,C1,6
CF627FA,C1,6
CF627FG,C1,6
CF627FJ,C1,5
CF627FL,C1,5
CF627FN,C1,5
CF627HA,C1,7
CF627HB,C1,7
CF627HG,C1,4
CF627HH,C1,5
CF627HJ,C1,5
CF627HL,C1,5
CF627HN,C1,4
CF627HP,C1,5
CF627HQ,C1,5
CF627HR,C1,6
CF627HS,C1,5
CF627HT,C1,4
CF627HU,C1,5
CF627HW,C1,4
CF627HX,C1,5
CF627HY,C1,5
CF627HZ,C1,5
CF627JA,C1,5
CF627JB,C1,5
CF627JD,C1,4
CF627JE,C1,5
CF627JF,C1,5
CF627JG,C1,6
CF627JH,C1,5
CF627JJ,C1,5
CF627JL,C1,5
CF627JN,C1,6
CF627JP,C1,6
CF627JQ,C1,6
CF627JR,C1,6
CF627LG,C1,6
CF627LH,C1,6
CF627LJ,C1,6
CF627LN,C1,6
CF627LP,C1,6
CF627LQ,C1,6
CF627LR,C1,6
CF627LS,C1,6
CF627LT,C1,7
CF627LU,C1,7
CF627LW,C1,7
CF627LX,C1,7
CF627LY,C1,7
CF627NA,C1,6
CF627NB,C1,6
CF627ND,C1,6
CF627NE,C1,6
CF627NF,C1,6
CF627NG,C1,6
CF627NH,C1,6
CF627NJ,C1,6
CF627NL,C1,6
CF627NN,C1,6
CF627NP,C1,6
CF627PW,C1,6
CF627PX,C1,6
CF627PY,C1,6
CF627PZ,C1,6
CF627QS,C1,6
CF627QT,C1,6
CF627QU,C1,6
CF627RF,C1,6
CF627RG,C1,6
CF627RH,C1,6
CF627RJ,C1,6
CF627RL,C1,6
CF627TE,C1,7
CF627TF,C1,7
CF627TG,C1,7
CF627TL,C1,6
CF627TZ,C1,3
CF627UG,C1,4
CF627XL,C1,6
CF627XP,C1,6
CF627XR,C1,5
CF627XX,C1,4
CF627YT,C1,2
CF628AA,C1,7
CF628AB,C1,6
CF628AD,C1,7
CF628AE,C1,7
CF628AF,C1,7
CF628AG,C1,7
CF628AH,C1,7
CF628AJ,C1,7
CF628AL,C1,7
CF628AN,C1,7
CF628AP,C1,7
CF628AQ,C1,7
CF628AR,C1,7
CF628AS,C1,7
CF628AT,C1,7
CF628AU,C1,7
CF628AW,C1,7
CF628AX,C1,7
CF628AY,C1,7
CF628AZ,C1,1
CF628BA,C1,2
CF628BB,C1,2
CF628BD,C1,7
CF628BE,C1,3
CF628BF,C1,2
CF628BG,C1,2
CF628BH,C1,7
CF628BJ,C1,3
CF628BL,C1,2
CF628BN,C1,2
CF628BP,C1,4
CF628BQ,C1,3
CF628BR,C1,4
CF628BS,C1,4
CF628BT,C1,4
CF628BU,C1,4
CF628BW,C1,5
CF628BX,C1,4
CF628BY,C1,4
CF628BZ,C1,4
CF628DA,C1,4
CF628DB,C1,4
CF628DD,C1,2
CF628DE,C1,5
CF628DF,C1,4
CF628DG,C1,4
CF628DH,C1,1
CF628DJ,C1,2
CF628DL,C1,2
CF628DN,C1,2
CF628DP,C1,2
CF628DQ,C1,1
CF628DR,C1,2
CF628DS,C1,1
CF628DT,C1,1
CF628DU,C1,1
CF628DW,C1,1
CF628DX,C1,1
CF628DZ,C1,1
CF628EA,C1,1
CF628EB,C1,1
CF628ED,C1,1
CF628EE,C1,1
CF628EF,C1,3
CF628EG,C1,3
CF628EH,C1,3
CF628EJ,C1,3
CF628EL,C1,3
CF628EN,C1,2
CF628EP,C1,3
CF628EQ,C1,2
CF628ER,C1,3
CF628ES,C1,3
CF628ET,C1,2
CF628EU,C1,3
CF628EW,C1,3
CF628EX,C1,3
CF628EY,C1,2
CF628EZ,C1,2
CF628FD,C1,7
CF628FJ,C1,5
CF628GP,C1,7
CF628HA,C1,3
CF628HB,C1,1
CF628HD,C1,3
CF628HE,C1,2
CF628HF,C1,4
CF628HG,C1,3
CF628HH,C1,4
CF628HJ,C1,5
CF628HL,C1,5
CF628HN,C1,5
CF628HP,C1,5
CF628HQ,C1,3
CF628HR,C1,4
CF628HS,C1,4
CF628HT,C1,4
CF628HU,C1,3
CF628HW,C1,3
CF628HX,C1,3
CF628HY,C1,3
CF628HZ,C1,5
CF628JA,C1,5
CF628JB,C1,5
CF628JD,C1,5
CF628JE,C1,7
CF628JF,C1,5
CF628JG,C1,4
CF628JH,C1,3
CF628JL,C1,7
CF628LE,C1,3
CF628LF,C1,4
CF628NA,C1,3
CF628NB,C1,2
CF628ND,C1,1
CF628NE,C1,1
CF628NG,C1,1
CF628NS,C1,6
CF628NT,C1,6
CF628NU,C1,7
CF628NX,C1,7
CF628PL,C1,6
CF628PN,C1,7
CF628PP,C1,6
CF628PQ,C1,6
CF628PR,C1,6
CF628PS,C1,6
CF628QB,C1,7
CF628SZ,C1,1
CF628UH,C1,5
CF628UJ,C1,6
CF628UL,C1,6
CF628UN,C1,6
CF628UP,C1,6
CF628UQ,C1,6
CF628YA,C1,2
CF628YG,C1,5
CF628YH,C1,6
CF628YJ,C1,5
CF628YR,C1,2
CF628YS,C1,2
CF628YU,C1,6
CF628ZJ,C1,6
CF629AA,C1,3
CF629AB,C1,2
CF629AD,C1,3
CF629AE,C1,3
CF629AF,C1,3
CF629AG,C1,3
CF629AH,C1,3
CF629AJ,C1,3
CF629AL,C1,4
CF629AN,C1,4
CF629AP,C1,3
CF629AQ,C1,4
CF629AR,C1,4
CF629AS,C1,4
CF629AT,C1,3
CF629AW,C1,6
CF629BE,C1,3
CF629BG,C1,2
CF629BH,C1,2
CF629BR,C1,2
CF629BS,C1,6
CF629BT,C1,6
CF629BU,C1,5
CF629BW,C1,6
CF629BX,C1,4
CF629BY,C1,3
CF629BZ,C1,6
CF629DA,C1,6
CF629DB,C1,5
CF629DD,C1,6
CF629DE,C1,6
CF629DF,C1,5
CF629DG,C1,5
CF629DH,C1,5
CF629DJ,C1,5
CF629DL,C1,5
CF629DN,C1,5
CF629DP,C1,5
CF629DQ,C1,5
CF629DR,C1,5
CF629DS,C1,5
CF629DU,C1,5
CF629DW,C1,5
CF629DX,C1,4
CF629DY,C1,4
CF629DZ,C1,4
CF629EA,C1,5
CF629EB,C1,5
CF629ED,C1,5
CF629EE,C1,5
CF629EF,C1,5
CF629EG,C1,5
CF629EH,C1,5
CF629EJ,C1,4
CF629EL,C1,5
CF629EN,C1,5
CF629ET,C1,5
CF629EU,C1,5
CF629EW,C1,5
CF629FN,C1,7
CF629FT,C1,5
CF629HA,C1,6
CF629HB,C1,6
CF629HD,C1,6
CF629HE,C1,6
CF629HF,C1,6
CF629HG,C1,6
CF629HH,C1,6
CF629HJ,C1,6
CF629HL,C1,6
CF629PT,C1,6
CF629PU,C1,6
CF629PW,C1,7
CF629PX,C1,7
CF629PY,C1,6
CF629PZ,C1,7
CF629QA,C1,7
CF629QD,C1,7
CF629ST,C1,6
CF629SU,C1,6
CF629SW,C1,6
CF629SX,C1,6
CF629SY,C1,6
CF629SZ,C1,6
CF629TA,C1,6
CF629TB,C1,6
CF629TD,C1,6
CF629TE,C1,6
CF629TF,C1,7
CF629TG,C1,7
CF629TH,C1,6
CF629TJ,C1,5
CF629TL,C1,5
CF629TN,C1,6
CF629TP,C1,6
CF629TQ,C1,6
CF629TR,C1,6
CF629TS,C1,6
CF629TT,C1,6
CF629TU,C1,6
CF629TW,C1,6
CF629TX,C1,6
CF629TY,C1,6
CF629TZ,C1,6
CF629UA,C1,7
CF629UG,C1,6
CF629UR,C1,6
CF629US,C1,6
CF629UT,C1,6
CF629UU,C1,6
CF629UW,C1,6
CF629UX,C1,6
CF629XA,C1,6
CF629XB,C1,6
CF629XD,C1,6
CF629XE,C1,6
CF629XG,C1,6
CF629XH,C1,6
CF629XJ,C1,6
CF629XL,C1,6
CF629XN,C1,6
CF629XP,C1,6
CF629XS,C1,7
CF629XY,C1,7
CF629YQ,C1,7
CF631AB,C1,3
CF631AD,C1,7
CF631AF,C1,7
CF631AH,C1,4
CF631AR,C1,7
CF631AS,C1,6
CF631AT,C1,7
CF631AU,C1,5
CF631AW,C1,4
CF631AX,C1,4
CF631AY,C1,5
CF631AZ,C1,6
CF631BA,C1,4
CF631BB,C1,3
CF631BD,C1,3
CF631BE,C1,2
CF631BG,C1,2
CF631BH,C1,2
CF631BJ,C1,1
CF631BL,C1,7
CF631BN,C1,7
CF631BP,C1,7
CF631BQ,C1,7
CF631BR,C1,7
CF631BS,C1,4
CF631BT,C1,4
CF631BU,C1,4
CF631BW,C1,3
CF631BX,C1,3
CF631BY,C1,4
CF631BZ,C1,3
CF631DA,C1,3
CF631DB,C1,3
CF631DD,C1,7
CF631DE,C1,7
CF631DF,C1,7
CF631DG,C1,2
CF631DH,C1,2
CF631DJ,C1,3
CF631DL,C1,3
CF631DN,C1,3
CF631DP,C1,4
CF631DQ,C1,3
CF631DR,C1,3
CF631DS,C1,7
CF631DT,C1,4
CF631DU,C1,5
CF631DW,C1,7
CF631DX,C1,7
CF631DY,C1,7
CF631DZ,C1,7
CF631EA,C1,4
CF631EB,C1,3
CF631ED,C1,4
CF631EE,C1,3
CF631EF,C1,4
CF631EG,C1,6
CF631EH,C1,6
CF631EJ,C1,6
CF631EL,C1,6
CF631EP,C1,6
CF631EQ,C1,6
CF631ER,C1,6
CF631ES,C1,6
CF631ET,C1,3
CF631EU,C1,3
CF631EW,C1,4
CF631EX,C1,4
CF631EY,C1,3
CF631EZ,C1,3
CF631FA,C1,7
CF631FB,C1,7
CF631FD,C1,7
CF631FE,C1,7
CF631FF,C1,7
CF631FG,C1,7
CF631FH,C1,6
CF631FJ,C1,6
CF631FL,C1,6
CF631FN,C1,7
CF631FP,C1,6
CF631FQ,C1,6
CF631FR,C1,6
CF631FS,C1,6
CF631FT,C1,7
CF631FU,C1,5
CF631FW,C1,7
CF631FX,C1,7
CF631FY,C1,7
CF631HA,C1,4
CF631HB,C1,7
CF631HD,C1,6
CF631HE,C1,7
CF631HF,C1,7
CF631HG,C1,7
CF631HH,C1,7
CF631HJ,C1,7
CF631HL,C1,7
CF631JR,C1,5
CF631JX,C1,5
CF631JY,C1,5
CF631JZ,C1,5
CF631LA,C1,5
CF631LB,C1,5
CF631LD,C1,5
CF631LE,C1,5
CF631LF,C1,6
CF631LG,C1,5
CF631LH,C1,5
CF631LJ,C1,5
CF631LL,C1,5
CF631LS,C1,6
CF631LT,C1,6
CF631LU,C1,6
CF631LW,C1,6
CF631LX,C1,6
CF631LY,C1,6
CF631LZ,C1,6
CF631NA,C1,6
CF631NB,C1,6
CF631ND,C1,6
CF631NE,C1,6
CF631NF,C1,6
CF631NG,C1,6
CF631NH,C1,1
CF631NJ,C1,1
CF631NL,C1,3
CF631NN,C1,7
CF631PH,C1,5
CF631PJ,C1,6
CF631QB,C1,5
CF631QD,C1,5
CF631QE,C1,5
CF631QF,C1,6
CF631QG,C1,2
CF631QJ,C1,5
CF631QL,C1,6
CF631QN,C1,6
CF631QP,C1,5
CF631QQ,C1,6
CF631QR,C1,4
CF631QS,C1,5
CF631QT,C1,5
CF631QW,C1,4
CF631QX,C1,4
CF631QY,C1,5
CF631QZ,C1,5
CF631RA,C1,5
CF631RB,C1,5
CF631RD,C1,5
CF631RE,C1,4
CF631RF,C1,5
CF631RG,C1,5
CF631RH,C1,5
CF631RJ,C1,5
CF631RL,C1,5
CF631RN,C1,5
CF631RP,C1,5
CF631RQ,C1,5
CF631RR,C1,5
CF631RS,C1,5
CF631RT,C1,5
CF631RU,C1,5
CF631RW,C1,5
CF631RX,C1,5
CF631RY,C1,5
CF631RZ,C1,5
CF631SA,C1,5
CF631SB,C1,5
CF631SD,C1,6
CF631SE,C1,6
CF631SF,C1,4
CF631SG,C1,6
CF631SH,C1,6
CF631SJ,C1,5
CF631SP,C1,6
CF631SQ,C1,6
CF631TD,C1,2
CF631TX,C1,6
CF631TY,C1,6
CF631TZ,C1,6
CF631UA,C1,6
CF631XR,C1,3
CF631ZB,C1,2
CF632AA,C1,7
CF632AB,C1,7
CF632AD,C1,7
CF632AE,C1,7
CF632AF,C1,7
CF632AG,C1,6
CF632AH,C1,7
CF632AJ,C1,6
CF632AL,C1,6
CF632AN,C1,6
CF632AP,C1,6
CF632AQ,C1,6
CF632AR,C1,6
CF632AS,C1,6
CF632AT,C1,6
CF632AU,C1,6
CF632AW,C1,7
CF632AY,C1,5
CF632BA,C1,6
CF632BE,C1,7
CF632BG,C1,7
CF632EN,C1,5
CF632FA,C1,7
CF632FB,C1,7
CF632FD,C1,7
CF632FE,C1,7
CF632FF,C1,7
CF632FG,C1,7
CF632FH,C1,7
CF632FJ,C1,7
CF632FL,C1,7
CF632FW,C1,7
CF632HA,C1,5
CF632HB,C1,4
CF632HD,C1,4
CF632HE,C1,4
CF632HF,C1,4
CF632HG,C1,4
CF632HH,C1,5
CF632HJ,C1,5
CF632HL,C1,5
CF632HN,C1,5
CF632HP,C1,4
CF632HQ,C1,5
CF632HR,C1,5
CF632HS,C1,4
CF632HT,C1,4
CF632HU,C1,5
CF632HW,C1,5
CF632HX,C1,5
CF632HY,C1,5
CF632HZ,C1,5
CF632JA,C1,5
CF632JB,C1,5
CF632JD,C1,4
CF632JE,C1,4
CF632JF,C1,5
CF632JG,C1,4
CF632JH,C1,5
CF632JJ,C1,5
CF632JL,C1,5
CF632JN,C1,6
CF632JP,C1,5
CF632JQ,C1,5
CF632JR,C1,5
CF632JS,C1,6
CF632JT,C1,6
CF632JW,C1,6
CF632JX,C1,5
CF632JY,C1,5
CF632LN,C1,5
CF632LP,C1,6
CF632LQ,C1,6
CF632LR,C1,6
CF632NG,C1,7
CF632NH,C1,7
CF632NJ,C1,7
CF632NL,C1,7
CF632NN,C1,7
CF632NP,C1,7
CF632NR,C1,6
CF632NS,C1,7
CF632NT,C1,7
CF632NU,C1,7
CF632NW,C1,7
CF632NX,C1,6
CF632NY,C1,6
CF632NZ,C1,6
CF632PA,C1,6
CF632PB,C1,6
CF632PD,C1,6
CF632PE,C1,7
CF632PG,C1,7
CF632PJ,C1,7
CF632PL,C1,7
CF632PN,C1,7
CF632PQ,C1,6
CF632QN,C1,6
CF632QP,C1,6
CF632QQ,C1,5
CF632QW,C1,5
CF632QX,C1,6
CF632QY,C1,6
CF632QZ,C1,6
CF632RA,C1,6
CF632RB,C1,6
CF632RD,C1,6
CF632RE,C1,6
CF632XA,C1,6
CF632XL,C1,7
CF632XQ,C1,7
CF632YE,C1,5
CF632YL,C1,7
CF632YZ,C1,6
CF633AA,C1,6
CF633DH,C1,6
CF633HX,C1,4
CF633HZ,C1,4
CF633JA,C1,4
CF633JB,C1,3
CF633NQ,C1,2
CF633NR,C1,2
CF633NS,C1,2
CF633NT,C1,2
CF633NU,C1,2
CF633NW,C1,3
CF633NX,C1,3
CF633NY,C1,3
CF633NZ,C1,3
CF633PY,C1,3
CF633PZ,C1,3
CF633QA,C1,3
CF633QB,C1,4
CF633QD,C1,3
CF633QE,C1,4
CF633QF,C1,4
CF633QG,C1,4
CF633QQ,C1,2
CF633RA,C1,5
CF633RE,C1,6
CF633RF,C1,6
CF633RG,C1,5
CF633US,C1,5
CF633XA,C1,6
CF634AA,C1,2
CF634AB,C1,4
CF634AE,C1,2
CF634AF,C1,1
CF634AP,C1,2
CF634AR,C1,2
CF634AT,C1,2
CF634AU,C1,3
CF634AW,C1,3
CF634AY,C1,3
CF634BA,C1,2
CF634BB,C1,3
CF634BD,C1,3
CF634BE,C1,3
CF634BF,C1,3
CF634BG,C1,3
CF634BH,C1,3
CF634DA,C1,3
CF634DE,C1,3
CF634DF,C1,3
CF634DH,C1,3
CF634DL,C1,3
CF634EE,C1,3
CF634EF,C1,1
CF634EG,C1,1
CF634EH,C1,1
CF634EJ,C1,1
CF634EL,C1,1
CF634EN,C1,1
CF634EP,C1,1
CF634EQ,C1,1
CF634ER,C1,1
CF634ES,C1,1
CF634ET,C1,1
CF634EU,C1,1
CF634EW,C1,1
CF634HA,C1,2
CF634HB,C1,1
CF634HD,C1,1
CF634HE,C1,1
CF634HF,C1,1
CF634HG,C1,1
CF634HH,C1,1
CF634HJ,C1,1
CF634HL,C1,1
CF634HN,C1,1
CF634HP,C1,1
CF634HQ,C1,1
CF634HR,C1,2
CF634HS,C1,2
CF634HT,C1,2
CF634HU,C1,2
CF634HW,C1,3
CF634HX,C1,3
CF634HY,C1,4
CF634JB,C1,3
CF634JD,C1,4
CF634JE,C1,3
CF634JF,C1,2
CF634JG,C1,1
CF634JH,C1,1
CF634JJ,C1,1
CF634JL,C1,1
CF634JN,C1,1
CF634JP,C1,2
CF634JQ,C1,2
CF634JR,C1,1
CF634JS,C1,1
CF634JT,C1,1
CF634JU,C1,1
CF634JW,C1,1
CF634JX,C1,1
CF634JY,C1,1
CF634JZ,C1,1
CF634LA,C1,1
CF634LB,C1,1
CF634LD,C1,1
CF634LE,C1,2
CF634LF,C1,1
CF634LG,C1,1
CF634LH,C1,1
CF634LL,C1,1
CF634LN,C1,1
CF634LP,C1,2
CF634LQ,C1,2
CF634LR,C1,1
CF634LS,C1,2
CF634LT,C1,2
CF634LU,C1,1
CF634LW,C1,1
CF634LX,C1,1
CF634LY,C1,2
CF634NJ,C1,1
CF634NL,C1,2
CF634NN,C1,1
CF634NP,C1,2
CF634PF,C1,1
CF634PG,C1,1
CF634PH,C1,2
CF634PJ,C1,2
CF634PL,C1,2
CF634PN,C1,2
CF634PP,C1,2
CF634PQ,C1,2
CF634PR,C1,2
CF634PS,C1,2
CF634PT,C1,2
CF634PU,C1,2
CF634PW,C1,3
CF634PX,C1,3
CF634QQ,C1,2
CF634QR,C1,3
CF634QS,C1,2
CF634QT,C1,3
CF634RT,C1,3
CF634RU,C1,2
CF634RW,C1,1
CF634SS,C1,2
CF634SU,C1,1
CF634SW,C1,1
CF634TD,C1,1
CF634TF,C1,1
CF634TZ,C1,1
CF634UA,C1,1
CF634UZ,C1,1
CF634XR,C1,2
CF634YA,C1,2
CF634YD,C1,1
CF634YL,C1,2
CF634YN,C1,2
CF634ZA,C1,2
CF634ZZ,C1,2
CF639BY,C1,2
CF639DE,C1,2
CF639DN,C1,2
CF639DU,C1,2
CF639EB,C1,2
CF639EF,C1,2
CF639EQ,C1,2
CF639FA,C1,2
CF639FD,C1,2
CF639FE,C1,2
CF639FF,C1,2
CF639FG,C1,2
CF639FH,C1,2
CF639YX,C1,2
CF639ZY,C1,2
CF639ZZ,C1,2
CF641AA,C1,1
CF641AB,C1,1
CF641AD,C1,1
CF641AE,C1,1
CF641AF,C1,2
CF641AG,C1,1
CF641AH,C1,2
CF641AJ,C1,2
CF641AL,C1,2
CF641AN,C1,1
CF641AP,C1,1
CF641AQ,C1,1
CF641AR,C1,2
CF641AS,C1,2
CF641AT,C1,2
CF641AU,C1,1
CF641AW,C1,1
CF641AX,C1,2
CF641AY,C1,1
CF641AZ,C1,2
CF641BA,C1,2
CF641BB,C1,2
CF641BD,C1,2
CF641BE,C1,3
CF641BG,C1,3
CF641BH,C1,3
CF641BJ,C1,2
CF641BL,C1,2
CF641BN,C1,3
CF641BQ,C1,2
CF641BR,C1,3
CF641BS,C1,6
CF641BT,C1,4
CF641BU,C1,3
CF641BW,C1,4
CF641BX,C1,2
CF641BY,C1,1
CF641BZ,C1,1
CF641DA,C1,2
CF641DB,C1,2
CF641DD,C1,2
CF641DE,C1,2
CF641DF,C1,2
CF641DG,C1,2
CF641DH,C1,3
CF641DJ,C1,3
CF641DL,C1,3
CF641DN,C1,3
CF641DP,C1,3
CF641DQ,C1,4
CF641DR,C1,3
CF641DS,C1,3
CF641DT,C1,3
CF641DU,C1,3
CF641DW,C1,3
CF641DX,C1,4
CF641DY,C1,3
CF641DZ,C1,3
CF641EA,C1,1
CF641EB,C1,1
CF641ED,C1,1
CF641EE,C1,1
CF641EF,C1,2
CF641EG,C1,2
CF641EH,C1,3
CF641EJ,C1,3
CF641EL,C1,2
CF641EN,C1,2
CF641EP,C1,1
CF641EQ,C1,3
CF641ER,C1,2
CF641ES,C1,1
CF641ET,C1,2
CF641EU,C1,2
CF641EW,C1,2
CF641EX,C1,1
CF641EY,C1,2
CF641EZ,C1,2
CF641FA,C1,2
CF641FB,C1,1
CF641FN,C1,1
CF641GW,C1,2
CF641HA,C1,4
CF641HB,C1,3
CF641HD,C1,3
CF641HE,C1,3
CF641HF,C1,2
CF641HG,C1,2
CF641HH,C1,1
CF641HJ,C1,2
CF641HL,C1,3
CF641HN,C1,2
CF641HP,C1,2
CF641HQ,C1,2
CF641HR,C1,2
CF641HS,C1,2
CF641JA,C1,1
CF641JB,C1,1
CF641JD,C1,1
CF641JE,C1,2
CF641JF,C1,3
CF641JG,C1,5
CF641JH,C1,1
CF641JJ,C1,2
CF641JL,C1,2
CF641JN,C1,5
CF641JP,C1,2
CF641JR,C1,2
CF641JU,C1,1
CF641JW,C1,1
CF641JX,C1,1
CF641LA,C1,1
CF641ND,C1,6
CF641NJ,C1,3
CF641NP,C1,3
CF641NQ,C1,3
CF641NR,C1,2
CF641QJ,C1,3
CF641SA,C1,5
CF641SB,C1,5
CF641SD,C1,4
CF641SE,C1,4
CF641SG,C1,4
CF641SH,C1,4
CF641SJ,C1,5
CF641SL,C1,5
CF641SN,C1,5
CF641SP,C1,4
CF641SQ,C1,4
CF641SR,C1,4
CF641SS,C1,4
CF641ST,C1,4
CF641SU,C1,4
CF641SW,C1,6
CF641SX,C1,6
CF641TA,C1,4
CF641TB,C1,4
CF641TD,C1,4
CF641TE,C1,4
CF641TF,C1,4
CF641TG,C1,3
CF641TH,C1,4
CF641TJ,C1,4
CF641TN,C1,4
CF641TP,C1,4
CF641TQ,C1,4
CF641TR,C1,4
CF641TS,C1,3
CF641TT,C1,3
CF641WQ,C1,1
CF641WW,C1,1
CF641XB,C1,1
CF641XL,C1,1
CF641YD,C1,1
CF641YF,C1,1
CF641YJ,C1,1
CF641YL,C1,1
CF641YR,C1,1
CF641YY,C1,3
CF641ZH,C1,1
CF642AA,C1,1
CF642AB,C1,1
CF642AD,C1,1
CF642AE,C1,1
CF642AF,C1,1
CF642AG,C1,1
CF642AH,C1,1
CF642AJ,C1,1
CF642AL,C1,1
CF642AN,C1,1
CF642AP,C1,1
CF642AQ,C1,4
CF642BH,C1,6
CF642BU,C1,2
CF642EA,C1,1
CF642ET,C1,2
CF642EU,C1,1
CF642EW,C1,1
CF642EX,C1,1
CF642EY,C1,1
CF642EZ,C1,1
CF642HR,C1,7
CF642JA,C1,1
CF642JB,C1,4
