postcode,urban_code,grade
SA311NT,C2,3
SA311NU,C2,3
SA311NW,C2,3
SA311NX,C2,2
SA311NY,C2,2
SA311NZ,C2,3
SA311PG,C2,2
SA311PH,C2,2
SA311PN,C2,2
SA311PQ,C2,2
SA311PR,C2,2
SA311PS,C2,2
SA311PT,C2,2
SA311PU,C2,3
SA311PW,C2,2
SA311PX,C2,3
SA311PY,C2,3
SA311PZ,C2,3
SA311QB,C2,2
SA311QD,C2,1
SA311QE,C2,1
SA311QF,C2,4
SA311QG,C2,2
SA311QL,C2,2
SA311QN,C2,2
SA311QP,C2,1
SA311QT,C2,2
SA311QX,C2,3
SA311QY,C2,2
SA311QZ,C2,2
SA311RA,C2,2
SA311RB,C2,3
SA311RD,C2,3
SA311RE,C2,3
SA311RF,C2,3
SA311RG,C2,4
SA311RH,C2,4
SA311RJ,C2,4
SA311RL,C2,5
SA311RN,C2,5
SA311RP,C2,4
SA311RQ,C2,5
SA311RR,C2,4
SA311RS,C2,2
SA311RT,C2,3
SA311RU,C2,3
SA311RW,C2,4
SA311RX,C2,3
SA311RY,C2,4
SA311RZ,C2,4
SA311SA,C2,3
SA311SB,C2,3
SA311SD,C2,5
SA311SE,C2,2
SA311SF,C2,5
SA311SG,C2,4
SA311SH,C2,6
SA311SJ,C2,5
SA311SL,C2,6
SA311SN,C2,6
SA311SP,C2,7
SA311SQ,C2,5
SA311SR,C2,1
SA311SS,C2,6
SA311ST,C2,6
SA311SU,C2,6
SA311SW,C2,6
SA311SX,C2,6
SA311SY,C2,6
SA311SZ,C2,5
SA311TA,C2,6
SA311TB,C2,5
SA311TD,C2,5
SA311TE,C2,4
SA311TF,C2,4
SA311TG,C2,4
SA311TH,C2,5
SA311TJ,C2,5
SA311TL,C2,5
SA311TN,C2,2
SA311TP,C2,4
SA311TQ,C2,5
SA311TR,C2,5
SA311TS,C2,4
SA311TX,C2,7
SA311TY,C2,7
SA311WS,C2,4
SA311WT,C2,4
SA311ZD,C2,1
SA312AA,C2,6
SA312AD,C2,7
SA312AE,C2,7
SA312AF,C2,7
SA312AH,C2,7
SA312AJ,C2,7
SA312AL,C2,7
SA312AN,C2,7
SA312AP,C2,7
SA312AQ,C2,7
SA312AR,C2,7
SA312AS,C2,7
SA312AT,C2,6
SA312AU,C2,6
SA312AW,C2,7
SA312AX,C2,6
SA312AY,C2,7
SA312AZ,C2,7
SA312BB,E2,2
SA312BD,C2,2
SA312BE,C2,3
SA312BG,C2,5
SA312BH,C2,7
SA312BL,C2,2
SA312BN,C2,2
SA312BP,C2,3
SA312BR,C2,2
SA312BS,C2,3
SA312BZ,C2,7
SA312DA,E1,2
SA312DD,C2,5
SA312DJ,C2,5
SA312DL,C2,5
SA312DS,C2,4
SA312DT,C2,4
SA312DU,C2,4
SA312DX,C2,4
SA312DY,C2,4
SA312DZ,C2,5
SA312EA,C2,5
SA312EB,C2,5
SA312ED,C2,4
SA312EE,C2,5
SA312EF,C2,5
SA312EJ,C2,4
SA312EL,C2,4
SA312EN,C2,4
SA312EP,C2,5
SA312ER,C2,5
SA312EU,C2,5
SA312EW,C2,5
SA312EX,C2,6
SA312EY,C2,5
SA312EZ,C2,6
SA312HA,C2,6
SA312HB,C2,6
SA312HD,C2,6
SA312HE,C2,6
SA312HF,C2,6
SA312HG,C2,6
SA312HH,C2,7
SA312HJ,C2,7
SA312HL,C2,6
SA312HN,C2,6
SA312HP,C2,7
SA312HQ,C2,6
SA312HR,F1,1
SA312HS,C2,6
SA312HT,C2,5
SA312HU,C2,7
SA312HX,F1,1
SA312HY,F1,1
SA312JA,E2,2
SA312JB,E2,2
SA312JD,E2,2
SA312JE,E2,2
SA312JF,E2,2
SA312JG,E2,2
SA312JH,E2,2
SA312JJ,E2,2
SA312JL,E2,2
SA312JN,E2,2
SA312JP,E2,2
SA312JQ,E2,2
SA312JR,E2,2
SA312JT,E2,2
SA312JU,E2,2
SA312JW,E2,2
SA312JX,E2,2
SA312JY,C2,5
SA312JZ,C2,5
SA312LA,C2,5
SA312LB,C2,6
SA312LD,C2,5
SA312LE,C2,6
SA312LF,C2,6
SA312LG,C2,7
SA312LH,C2,5
SA312LJ,C2,5
SA312LL,C2,6
SA312LN,C2,5
SA312LP,E1,3
SA312LQ,C2,5
SA312LR,E1,3
SA312LS,F1,2
SA312LT,E1,3
SA312LU,E1,3
SA312LW,E1,2
SA312LX,E1,3
SA312LY,E1,3
SA312LZ,E1,3
SA312NA,E1,4
SA312NB,E1,4
SA312ND,E1,4
SA312NE,C2,5
SA312NF,C2,6
SA312NG,C2,6
SA312NH,C2,7
SA312NL,C2,4
SA312NN,C2,3
SA312NP,C2,4
SA312NQ,C2,7
SA312NR,C2,3
SA312NS,C2,3
SA312NT,C2,5
SA312NU,C2,3
SA312NW,C2,3
SA312NX,C2,5
SA312NY,C2,4
SA312NZ,C2,3
SA312PA,C2,4
SA312PB,C2,6
SA312PD,C2,6
SA312PE,C2,4
SA312PF,C2,4
SA312PG,F1,2
SA312PH,F1,2
SA312PJ,C2,6
SA312PL,C2,6
SA312PN,C2,7
SA312PP,E2,2
SA312WX,C2,4
SA312WZ,C2,4
SA312YB,C2,4
SA312YQ,C2,4
SA312YY,C2,4
SA312ZB,C2,4
SA313AB,C2,2
SA313AD,C2,3
SA313AE,C2,3
SA313AF,C2,7
SA313AJ,C2,3
SA313AL,C2,4
SA313AN,C2,3
SA313AP,C2,3
SA313AQ,C2,3
SA313AR,C2,5
SA313AS,C2,6
SA313AX,C2,4
SA313AY,C2,5
SA313AZ,C2,5
SA313BA,C2,5
SA313BB,C2,7
SA313BD,C2,4
SA313BE,C2,4
SA313BG,C2,4
SA313BH,C2,5
SA313BJ,C2,7
SA313BL,C2,7
SA313BN,C2,3
SA313BP,C2,7
SA313BQ,C2,4
SA313BR,F2,2
SA313BS,C2,6
SA313BT,C2,6
SA313BU,C2,6
SA313BW,F2,2
SA313BX,C2,6
SA313BY,C2,6
SA313BZ,C2,6
SA313DB,C2,6
SA313DD,C2,6
SA313DE,C2,6
SA313DF,C2,5
SA313DG,C2,5
SA313DH,C2,6
SA313DJ,C2,6
SA313DL,C2,5
SA313DN,C2,5
SA313DP,C2,5
SA313DQ,C2,5
SA313DR,C2,5
SA313DS,C2,5
SA313DT,C2,5
SA313DU,C2,4
SA313DW,C2,5
SA313DX,C2,4
SA313DY,C2,4
SA313DZ,C2,4
SA313EA,C2,7
SA313EB,C2,4
SA313ED,C2,7
SA313EE,C2,5
SA313EF,C2,6
SA313EG,C2,6
SA313EH,C2,6
SA313EJ,C2,6
SA313EL,C2,4
SA313EN,C2,7
SA313EP,C2,7
SA313EQ,C2,7
SA313ER,C2,7
SA313ES,C2,7
SA313ET,C2,7
SA313EU,C2,5
SA313EW,C2,4
SA313EX,C2,7
SA313EY,C2,7
SA313EZ,C2,7
SA313GA,C2,7
SA313GB,C2,6
SA313GH,C2,7
SA313GL,C2,6
SA313GR,C2,6
SA313GU,C2,6
SA313HA,C2,7
SA313HB,C2,7
SA313HD,C2,7
SA313HE,C2,7
SA313HF,C2,7
SA313HG,C2,7
SA313HH,C2,7
SA313HJ,C2,7
SA313HL,C2,7
SA313HN,C2,7
SA313HP,C2,7
SA313HQ,C2,7
SA313HR,C2,7
SA313HS,C2,7
SA313HT,C2,7
SA313HU,C2,7
SA313HW,C2,7
SA313HX,C2,7
SA313HY,C2,7
SA313HZ,C2,7
SA313JA,C2,7
SA313JB,C2,6
SA313JD,C2,4
SA313JE,C2,5
SA313JF,C2,7
SA313JG,C2,6
SA313JH,C2,5
SA313JJ,C2,6
SA313JL,C2,7
SA313JN,C2,7
SA313JP,C2,3
SA313JQ,C2,6
SA313JR,C2,2
SA313JS,C2,2
SA313JT,C2,2
SA313JU,C2,7
SA313JW,C2,7
SA313JX,C2,2
SA313LD,C2,2
SA313LE,C2,2
SA313LL,C2,3
SA313LN,C2,3
SA313LP,C2,6
SA313LQ,C2,2
SA313LS,C2,7
SA313LU,C2,7
SA313LW,C2,2
SA313LX,C2,7
SA313LY,C2,7
SA313LZ,C2,7
SA313NA,C2,7
SA313NB,C2,7
SA313NE,C2,7
SA313NF,C2,7
SA313NG,C2,7
SA313NJ,C2,7
SA313NL,C2,7
SA313NN,C2,7
SA313NQ,C2,7
SA313NR,C2,7
SA313NS,C2,7
SA313NU,C2,7
SA313NW,C2,7
SA313NX,C2,7
SA313NY,C2,7
SA313NZ,C2,7
SA313PA,C2,7
SA313PB,C2,7
SA313PD,C2,7
SA313PE,C2,7
SA313PG,C2,7
SA313PH,C2,7
SA313PJ,C2,7
SA313PL,C2,7
SA313PN,C2,7
SA313PP,C2,6
SA313PQ,C2,7
SA313PR,C2,7
SA313PS,C2,7
SA313PT,C2,7
SA313PU,C2,7
SA313PW,C2,7
SA313PX,C2,7
SA313PY,C2,7
SA313PZ,C2,7
SA313QA,C2,7
SA313QE,C2,7
SA313QF,C2,7
SA313QG,C2,7
SA313QL,C2,7
SA313QN,F2,1
SA313QP,F2,1
SA313QQ,C2,7
SA313QR,C2,7
SA313QS,F2,1
SA313QT,F2,1
SA313QU,C2,7
SA313QW,F2,1
SA313QX,C2,7
SA313QY,C2,7
SA313QZ,C2,7
SA313RA,C2,7
SA313RB,C2,7
SA313RD,C2,7
SA313RG,F2,1
SA313RJ,C2,7
SA313RL,C2,7
SA313RN,C2,7
SA313RP,F2,2
SA313RR,F2,2
SA313RS,F2,2
SA313RU,C2,7
SA313RY,C2,7
SA313SA,C2,7
SA313SB,C2,7
SA313SD,C2,7
SA313SE,C2,7
SA313SG,F2,2
SA313WY,C2,4
SA313ZB,C2,4
SA319AA,C2,4
SA319AJ,C2,4
SA319BD,C2,4
SA319BF,C2,4
SA319BH,C2,4
SA319BP,C2,4
SA319BQ,C2,4
SA319BS,C2,4
SA319BU,C2,4
SA319BW,C2,4
SA319BY,C2,4
SA319BZ,C2,4
SA319DA,C2,4
SA319DH,C2,4
SA319DL,C2,4
SA319DN,C2,4
SA319DP,C2,4
SA319DQ,C2,4
SA319DR,C2,4
SA319DZ,C2,4
SA319EB,C2,4
SA319SA,C2,1
SA319SB,C2,1
SA319ZZ,C2,4
SA327AA,F2,2
SA327AB,E2,3
SA327AD,F2,3
SA327AE,E2,3
SA327AF,F2,3
SA327AG,F2,3
SA327AH,F2,4
SA327AJ,F2,4
SA327AL,F2,4
SA327AN,F2,5
SA327AP,F2,5
SA327AQ,F2,3
SA327AR,F2,4
SA327AS,E2,3
SA327AT,E2,3
SA327AU,F2,2
SA327AW,F2,6
SA327AX,E2,3
SA327AY,E2,5
SA327BA,F2,6
SA327BB,F2,7
SA327BD,F2,7
SA327BE,F2,7
SA327BH,E2,7
SA327BJ,F2,7
SA327BL,F2,7
SA327BN,F2,7
SA327BP,F2,7
SA327BQ,E2,7
SA327BS,F2,7
SA327BT,E2,3
SA327BU,E2,3
SA327BW,F2,7
SA327BX,E2,3
SA327BY,F2,5
SA327BZ,F1,7
SA327DA,F2,6
SA327DB,F2,5
SA327DD,F2,5
SA327DE,F2,5
SA327DH,E2,2
SA327DJ,E2,3
SA327DN,E2,3
SA327DP,F2,3
SA327DQ,F2,5
SA327DR,F2,4
SA327DS,F2,5
SA327DT,F2,5
SA327DU,F2,6
SA327DW,F2,5
SA327DX,F2,6
SA327DY,F2,6
SA327DZ,F2,7
SA327EA,F2,6
SA327EB,F2,6
SA327ED,F2,6
SA327EE,F2,5
SA327EG,F2,5
SA327EJ,E2,3
SA327EL,E2,4
SA327EN,E2,4
SA327EP,E2,3
SA327ER,E2,3
SA327ES,F2,3
SA327ET,E2,4
SA327EU,F2,4
SA327EW,E2,4
SA327EX,F2,5
SA327EY,E2,5
SA327HA,F2,5
SA327HB,F2,4
SA327HD,F2,5
SA327HE,F2,5
SA327HF,E2,3
SA327HG,F2,5
SA327HH,F2,5
SA327HJ,F2,4
SA327HL,F2,3
SA327HN,F2,3
SA327HQ,F2,6
SA327HR,E2,2
SA327HS,E2,3
SA327HT,E2,4
SA327HU,F2,3
SA327HW,F2,2
SA327HX,F2,3
SA327HY,F2,5
SA327JA,F2,6
SA327JB,F2,6
SA327JD,F2,7
SA327JE,F2,6
SA327JF,F2,7
SA327JG,F2,7
SA327JH,F2,6
SA327JJ,F2,6
SA327JL,F2,5
SA327JQ,F2,7
SA327JS,F2,7
SA327JT,F2,7
SA327JU,F2,7
SA327JX,F2,6
SA327JY,F2,7
SA327JZ,F2,7
SA327LA,F2,7
SA327LE,E1,7
SA327LF,E1,7
SA327LG,E1,7
SA327LH,F1,7
SA327LJ,F1,7
SA327LL,F2,6
SA327LN,F2,6
SA327LP,F2,6
SA327LQ,E1,7
SA327LR,F2,5
SA327LS,E1,7
SA327LT,E1,7
SA327LU,E1,7
SA327LX,E1,7
SA327LY,E1,7
SA327LZ,E1,7
SA327NA,E1,7
SA327NB,E1,7
SA327ND,E1,7
SA327NE,E1,7
SA327NF,E1,7
SA327NG,E1,7
SA327NH,E1,7
SA327NJ,E1,7
SA327NL,F1,7
SA327NN,F1,7
SA327NP,F1,7
SA327NQ,E1,7
SA327NR,E1,7
SA327NT,E1,7
SA327NY,E1,7
SA327PA,E1,7
SA327PB,F2,6
SA327PD,F2,7
SA327PE,F2,7
SA327PF,E1,7
SA327PG,E1,7
SA327PH,F2,7
SA327PJ,F1,7
SA327PL,F1,7
SA327PR,F2,6
SA327PS,F2,6
SA327PT,F2,6
SA327PU,F2,6
SA327PX,F2,6
SA327PY,F2,7
SA327QA,F2,7
SA327QB,F2,7
SA327QD,F2,7
SA327QE,F2,7
SA327QG,F2,7
SA327QJ,F2,7
SA327QL,F2,7
SA327QN,F2,7
SA327QP,F2,7
SA327QR,F2,7
SA327QS,F2,7
SA327QW,F2,7
SA327QX,E2,7
SA327QY,E2,7
SA327QZ,E2,7
SA327RA,F2,7
SA327RB,E2,7
SA327RD,E2,7
SA327RE,E2,7
SA327RG,F2,7
SA327RH,F2,7
SA327RN,E2,7
SA327RP,E2,7
SA327RR,F2,7
SA327RS,F2,7
SA327RT,E2,7
SA327RU,F2,7
SA327RY,F2,7
SA327RZ,F2,7
SA327SA,F2,7
SA327SB,F2,7
SA327SD,F2,7
SA327SE,F2,7
SA327SG,F2,7
SA327SJ,F2,7
SA327SL,F2,7
SA327SN,F2,7
SA327SR,F2,7
SA327ST,F2,7
SA327SY,F2,7
SA327SZ,F2,7
SA327TA,F2,7
SA327TB,F2,6
SA327TG,F1,7
SA327TH,F2,6
SA327TJ,F2,6
SA327TL,F2,7
SA327TN,F2,6
SA327TQ,F1,7
SA327TR,F1,7
SA327TS,F1,7
SA327TT,F1,7
SA327TU,F1,7
SA327TX,F2,7
SA327UA,F2,6
SA327UB,F2,5
SA327UE,F2,5
SA327UF,F2,5
SA327UG,F2,5
SA327UH,F2,6
SA327UJ,F2,6
SA327UL,F2,6
SA327UQ,F2,6
SA328AA,F1,2
SA328AB,F1,3
SA328AD,F1,6
SA328AE,F1,6
SA328AF,F1,6
SA328AG,F1,5
SA328AH,F1,6
SA328AJ,F1,7
SA328AL,F1,6
SA328AN,F1,7
SA328AP,F1,7
SA328AQ,F1,4
SA328AR,F1,7
SA328AT,F1,2
SA328AW,F1,7
SA328AY,F1,6
SA328BA,F1,6
SA328BB,F2,5
SA328BD,F1,5
SA328BE,F1,6
SA328BG,F1,6
SA328BH,F1,7
SA328BJ,E1,7
SA328BL,E1,6
SA328BN,F1,5
SA328BP,F1,5
SA328BQ,F1,7
SA328BS,F1,4
SA328BT,E1,5
SA328BU,F1,7
SA328BX,F1,7
SA328BY,F1,7
SA328DB,E1,4
SA328DD,E1,5
SA328DE,E1,6
SA328DG,E1,5
SA328DH,E1,5
SA328DJ,E1,4
SA328DN,E1,2
SA328DP,E1,3
SA328DQ,E1,5
SA328DR,E1,4
SA328DS,E1,4
SA328DT,E1,4
SA328DU,E1,5
SA328DW,E1,3
SA328DX,F1,6
SA328DY,F1,6
SA328DZ,F1,6
SA328EA,F1,6
SA328EB,E1,5
SA328ED,E1,5
SA328EE,F1,4
SA328EL,F1,3
SA328EN,F1,3
SA328EP,F1,4
SA328ER,F1,5
SA328ES,F1,5
SA328ET,F1,6
SA328EU,F1,4
SA328EW,F1,4
SA328EX,F1,4
SA328EY,F1,5
SA328HA,F1,4
SA328HB,F1,6
SA328HD,F1,4
SA328HE,F1,3
SA328HF,F1,4
SA328HG,F1,6
SA328HJ,F1,7
SA328HL,F1,6
SA328HN,F1,6
SA328HP,F1,5
SA328HR,F1,6
SA328HS,F1,5
SA328HT,F1,5
SA328HU,F1,6
SA328HX,F1,6
SA328HY,F1,6
SA328HZ,F1,6
SA328JD,F1,7
SA328JE,F1,7
SA328JF,F1,7
SA328JG,F1,6
SA328JH,F1,6
SA328JJ,F1,6
SA328JN,F1,6
SA328JP,F1,6
SA328JQ,F1,6
SA328JR,F1,6
SA328JU,F1,7
SA328JX,F1,7
SA328JY,F1,7
SA328LB,F1,7
SA328LD,F1,7
SA328LE,F1,7
SA328LG,F1,7
SA328LH,F1,7
SA328LJ,F1,7
SA328LL,F1,7
SA328LP,E1,5
SA328LR,E1,5
SA328LS,F1,5
SA328LT,E1,5
SA328LU,E1,5
SA328LX,E1,6
SA328LY,E1,5
SA328NA,E1,6
SA328NB,F1,5
SA328ND,F1,5
SA328NE,E1,6
SA328NG,E1,5
SA328NH,E1,5
SA328NJ,E1,4
SA328NL,E1,4
SA328NN,F1,2
SA328NR,F1,6
SA328NS,E1,7
SA328NT,F1,6
SA328NU,E1,7
SA328NW,F1,3
SA328NX,F1,7
SA328NY,F1,7
SA328PA,E1,7
SA328PB,F1,6
SA328PD,E1,6
SA328PE,E1,6
SA328PF,E1,7
SA328PG,F1,6
SA328PH,E1,7
SA328PJ,F1,5
SA328PL,F1,5
SA328PN,F1,5
SA328PP,F1,5
SA328PR,F1,5
SA328PS,F1,4
SA328PT,E1,6
SA328PU,E1,6
SA328PW,F1,5
SA328PX,E1,6
SA328PY,F1,6
SA328PZ,E1,6
SA328QD,F1,5
SA328QE,F1,4
SA328QF,F1,4
SA328QG,F1,4
SA328QH,F1,5
SA328QJ,F1,5
SA328QL,F1,6
SA328QN,F1,6
SA328QP,F1,6
SA328QR,F1,5
SA328QS,F1,5
SA328QW,F1,5
SA328QX,F1,7
SA328QY,F1,6
SA328RA,F1,6
SA328RB,F1,7
SA328RD,F1,7
SA328RE,F1,7
SA328RF,F1,7
SA328RG,F1,7
SA328RH,F1,7
SA328RJ,F1,7
SA328RL,F1,7
SA328RN,F1,7
SA328RP,F1,6
SA328RT,F1,7
SA328RU,F1,6
SA328RW,F1,7
SA328RX,F1,7
SA328RY,F1,7
SA328SA,F1,7
SA328SB,F1,7
SA328SD,F1,7
SA328SE,F1,7
SA328SF,F1,7
SA328SG,F2,5
SA328SH,F1,7
SA328SJ,F1,6
SA328SL,F1,7
SA328SN,F1,7
SA334AA,E2,1
SA334AB,E2,1
SA334AD,E2,1
SA334AG,E2,1
SA334AH,E2,1
SA334AJ,E2,1
SA334AL,E2,1
SA334AN,E2,1
SA334AP,E2,1
SA334AQ,E2,1
SA334AR,E2,1
SA334AS,E2,1
SA334AT,E2,1
SA334AU,E2,1
SA334AW,E2,1
SA334AX,E2,2
SA334AY,F2,2
SA334AZ,F2,2
SA334BA,F2,2
SA334BB,E2,1
SA334BD,E2,1
SA334BE,E2,1
SA334BG,E2,1
SA334BH,E2,1
SA334BJ,E2,1
SA334BL,E2,1
SA334BN,E2,1
SA334BP,E2,1
SA334BQ,E2,1
SA334BR,E2,1
SA334BS,E2,1
SA334BT,E2,1
SA334BU,E2,1
SA334BW,E2,1
SA334BX,E2,1
SA334BY,E2,1
SA334BZ,E2,1
SA334DA,E2,1
SA334DB,E2,1
SA334DD,F2,1
SA334DE,E2,1
SA334DF,E2,1
SA334DG,E2,1
SA334DH,F2,1
SA334DJ,F2,1
SA334DL,E2,1
SA334DN,F2,1
SA334DP,F2,1
SA334DQ,F2,1
SA334DR,E2,3
SA334DS,E2,2
SA334DT,E2,1
SA334DU,F2,1
SA334DW,F2,1
SA334DX,E2,1
SA334DY,E2,1
SA334DZ,E2,1
SA334EA,E2,1
SA334EB,E2,1
SA334ED,E2,1
SA334EE,E2,1
SA334EF,E2,1
SA334EG,E2,1
SA334EJ,E2,1
SA334EL,E2,1
SA334EN,E2,1
SA334EP,E2,1
SA334EQ,E2,1
SA334ER,E2,1
SA334ES,E2,1
SA334ET,E2,1
SA334EU,E2,2
SA334EW,E2,1
SA334EX,E2,1
SA334EY,E2,1
SA334HA,F2,2
SA334HD,F2,1
SA334HE,F2,1
SA334HF,F2,1
SA334HG,F2,1
SA334HH,F2,2
SA334HJ,F2,2
SA334HL,F2,2
SA334HN,F2,3
SA334HP,F2,2
SA334HR,F2,2
SA334HS,F2,2
SA334HT,F2,2
SA334HU,F2,2
SA334HX,F2,1
SA334HY,F2,3
SA334HZ,F2,2
SA334JA,F2,3
SA334JB,F2,3
SA334JD,F2,4
SA334JE,F2,3
SA334JF,F2,2
SA334JN,E2,1
SA334JP,E2,1
SA334JQ,F2,2
SA334JR,E2,1
SA334JS,E2,2
SA334JT,F2,1
SA334JU,F2,2
SA334JW,E2,1
SA334JX,F2,2
SA334JY,F2,2
SA334JZ,F2,2
SA334LA,F2,3
SA334LB,F2,3
SA334LD,F2,3
SA334LE,F2,4
SA334LF,E2,2
SA334LG,E2,3
SA334LH,E2,2
SA334LJ,F2,1
SA334LQ,E2,3
SA334LR,E2,1
SA334LT,E2,1
SA334LX,E2,1
SA334LZ,E2,1
SA334NA,F2,1
SA334NB,E2,2
SA334ND,F2,1
SA334NE,F2,1
SA334NF,E2,2
SA334NG,E2,3
SA334NH,F2,1
SA334NJ,F2,1
SA334NQ,E2,2
SA334NS,F2,4
SA334NT,F2,4
SA334NU,F2,4
SA334NX,F2,5
SA334NY,E2,7
SA334NZ,E2,6
SA334PA,E2,6
SA334PB,E2,6
SA334PD,E2,6
SA334PE,E2,6
SA334PF,E2,6
SA334PH,E2,6
SA334PJ,F2,5
SA334PL,F2,5
SA334PN,F2,5
SA334PP,F2,5
SA334PQ,E2,6
SA334PR,F2,4
SA334PS,F2,4
SA334PT,E2,6
SA334PU,F2,4
SA334PW,F2,5
SA334PX,F2,4
SA334PY,F2,4
SA334PZ,E2,6
SA334QD,F2,3
SA334QE,E2,4
SA334QF,E2,4
SA334QG,E2,4
SA334QH,E2,4
SA334QJ,E2,4
SA334QL,F2,3
SA334QN,F2,3
SA334QP,F2,3
SA334QQ,E2,4
SA334QR,F2,2
SA334QS,F2,2
SA334QT,F2,2
SA334QU,F2,2
SA334QX,F2,2
SA334QY,F2,2
SA334RA,F2,2
SA334RB,F2,3
SA334RD,F2,3
SA334RE,F2,4
SA334RG,F2,4
SA334RH,F2,4
SA334RJ,F2,4
SA334RL,F2,4
SA334RP,F2,5
SA334RR,F2,5
SA334RS,F2,5
SA334RY,E2,5
SA334RZ,E2,5
SA334SA,E2,5
SA334SB,E2,5
SA334SD,E2,5
SA334SE,E2,5
SA334SF,E2,5
SA334SG,E2,5
SA334SH,E2,5
SA334SJ,E2,5
SA334SL,E2,4
SA334SN,E2,5
SA334SP,E2,5
SA334SQ,E2,5
SA334SR,E2,5
SA334SS,E2,5
SA334ST,E2,5
SA334SU,E2,5
SA334SW,E2,5
SA334SX,E2,5
SA334SY,E2,5
SA334SZ,E2,5
SA334TA,E2,5
SA334TB,E2,5
SA334TD,F2,4
SA334TE,E2,5
SA334TG,E2,5
SA334TH,E2,5
SA334TJ,E2,5
SA334TL,E2,5
SA334TN,E2,5
SA334TP,F2,4
SA334TQ,E2,5
SA334TS,E2,5
SA334TT,F2,4
SA334TU,F2,5
SA334TW,E2,6
SA334TY,F2,5
SA334TZ,F2,5
SA334UA,F2,5
SA334UB,F2,6
SA334UE,E2,6
SA334UF,F2,5
SA334UG,F2,6
SA334UH,E2,6
SA334UL,E2,6
SA334UQ,E2,6
SA334YL,C2,4
SA335AA,E1,4
SA335AB,E1,5
SA335AD,E1,5
SA335AE,E1,6
SA335AF,E1,6
SA335AG,E1,6
SA335AH,E1,6
SA335AJ,F2,5
SA335AL,F2,5
SA335AN,F2,5
SA335AQ,E1,6
SA335AR,F2,5
SA335AS,F2,5
SA335AT,E1,7
SA335AU,E1,6
SA335AW,F2,4
SA335AX,E1,6
SA335AY,F1,6
SA335AZ,F1,6
SA335BA,F1,6
SA335BB,E1,6
SA335BD,E1,5
SA335BE,E1,6
SA335BG,E1,4
SA335BH,E1,4
SA335BJ,E1,4
SA335BL,E1,5
SA335BN,F1,5
SA335BP,F1,6
SA335BS,F1,6
SA335BT,F2,4
SA335BU,F1,6
SA335BW,F1,6
SA335BX,F1,6
SA335BY,F1,6
SA335BZ,F1,6
SA335DA,F1,5
SA335DB,F1,5
SA335DD,F1,5
SA335DE,F1,5
SA335DG,F1,6
SA335DH,F1,6
SA335DJ,F1,5
SA335DL,E1,4
SA335DN,F1,6
SA335DP,C2,7
SA335DQ,E2,4
SA335DR,F2,2
SA335DS,F2,2
SA335DT,F2,3
SA335DU,F2,3
SA335DW,E1,5
SA335DX,F2,4
SA335DY,F1,6
SA335DZ,F2,4
SA335EA,F2,4
SA335EB,F2,5
SA335ED,F2,4
SA335EE,F2,4
SA335EG,F2,4
SA335EH,F2,4
SA335EJ,F2,5
SA335EL,F2,5
SA335EN,F2,5
SA335EP,F2,5
SA335EW,F2,4
SA335EX,F2,4
SA335EY,E2,5
SA335EZ,E2,5
SA335HA,E2,5
SA335HB,F2,5
SA335HD,F2,5
SA335HE,E2,5
SA335HF,E2,5
SA335HG,E2,5
SA335HH,E2,5
SA335HJ,E2,5
SA335HL,E2,5
SA335HN,F2,4
SA335HP,F2,4
SA335HQ,E2,5
SA335HR,F2,4
SA335HS,F2,4
SA335HT,F2,3
SA335HU,F1,5
SA335HW,E2,5
SA335HX,E2,4
SA335HY,F2,2
SA335HZ,E2,5
SA335JA,F2,2
SA335JB,E2,5
SA335JD,E2,5
SA335JG,E2,5
SA335JH,E2,5
SA335JJ,E2,5
SA335JN,E2,5
SA335JP,E2,5
SA335JQ,E2,5
SA335JS,E2,5
SA335JT,E2,5
SA335JU,E2,5
SA335JW,E2,5
SA335JX,E2,5
SA335JY,E2,5
SA335JZ,E2,5
SA335LA,E2,5
SA335LB,E2,5
SA335LE,E2,5
SA335LF,E2,5
SA335LG,E2,5
SA335LH,E2,5
SA335LJ,E2,5
SA335LL,E2,5
SA335LN,E2,5
SA335LP,E2,5
SA335LT,E2,6
SA335LU,E2,5
SA335LW,E2,5
SA335LX,F2,5
SA335NB,E2,4
SA335ND,E2,3
SA335NE,E2,3
SA335NF,E2,3
SA335NG,E2,3
SA335NH,F2,3
SA335NJ,F2,3
SA335NL,F2,3
SA335NN,F2,2
SA335NP,F2,2
SA335NQ,F2,2
SA335NR,E2,2
SA335NS,E2,3
SA335NT,E2,3
SA335NW,E2,3
SA335NX,F2,3
SA335NY,F2,2
SA335NZ,F2,3
SA335PA,F2,3
SA335PB,F2,3
SA335PD,F2,5
SA335PE,F2,5
SA335PG,F2,5
SA335PH,E2,5
SA335PJ,F2,4
SA335PL,F2,5
SA335PN,F2,6
SA335PP,F2,6
SA335PQ,F2,5
SA335PR,F2,6
SA335PS,F2,5
SA335PT,F2,5
SA335PU,F2,4
SA335PW,F2,6
SA335PX,F2,5
SA335PY,F2,4
SA335QA,F2,4
SA335QE,F2,2
SA335QF,E2,3
SA335QG,E2,3
SA335QH,E2,4
SA335QJ,F2,3
SA335QL,E2,3
SA335QN,F2,2
SA335QP,E2,3
SA335QQ,E2,4
SA335QR,E2,4
SA335QS,F2,3
SA335QT,E2,3
SA335QU,E2,3
SA335QW,E2,3
SA335QX,E2,3
SA335QY,E2,4
